id,pesan,kategori,label
256,tau diri dong musnahkan,Kata Kasar & Ancaman,Berisiko
257,Permata resmi: Anda mendapat reward Rp42 juta. Tukarkan di shorturl.at/hadiah sebelum hangus.,Phishing,Berisiko
258,Kerjaan hari ini banyak gak? Gue lagi lumayan santai nih.,Percakapan Biasa,Tidak Berisiko
259,Akun Blibli Anda login dari perangkat baru. Masukkan 183742 untuk izinkan atau tolak akses.,Pencurian Akun,Berisiko
260,mesum,Kata Kasar & Ancaman,Berisiko
261,"Semangat ya ujiannya! Pasti bisa, udah belajar keras kok.",Percakapan Biasa,Tidak Berisiko
262,"Eh, tadi pas di alfamart ketemu Doni lho! Dia tanya-tanya kabar kamu.",Percakapan Biasa,Tidak Berisiko
263,dasar lo dasar bule emang cuk,Kata Kasar & Ancaman,Berisiko
264,Bukti transfer Rp25 juta dari BTN. Cek lampiran di bit.ly/verif-akun segera.,Malware,Berisiko
265,"Pinjaman online cair 5 menit tanpa jaminan, tanpa BI checking. Proses di ow.ly/cek-akun.",Penipuan,Berisiko
266,"Halo kak, ini admin marketplace. Ada masalah di pesanan Anda. Tolong hubungi WA 0877-3333-5678 sekarang.",Social Engineering,Berisiko
267,E-banking Mandiri Anda terindikasi diretas. Amankan sekarang di cutt.ly/cek-saldo sebelum terlambat.,Phishing,Berisiko
268,Wah selamat ya dapet kerja baru! Kapan traktirnya?,Percakapan Biasa,Tidak Berisiko
269,ngentot lu parah banget,Kata Kasar & Ancaman,Berisiko
270,Tim keamanan BSI menemukan kebocoran data. Reset password di shorturl.at/hadiah segera.,Phishing,Berisiko
271,Unduh aplikasi Bukalapak mod premium gratis. Nikmati semua fitur tanpa bayar di rb.gy/login-secure.,Malware,Berisiko
272,Akun Mandiri Anda akan dinonaktifkan. Update data KYC sekarang di shorturl.at/hadiah sebelum batas waktu.,Phishing,Berisiko
273,Reminder: Perpanjangan SIM bisa dilakukan H-14 sebelum tanggal kedaluwarsa.,Informasi Umum,Tidak Berisiko
274,dasar musnahkan lo!,Kata Kasar & Ancaman,Berisiko
275,PROMO: Tiket pesawat Balikpapan-Jakarta Rp45.000 PP. Booking sekarang di shorturl.at/hadiah sebelum habis.,Penipuan,Berisiko
276,"Info arisan RT: Pertemuan bulan ini dipindah ke Sabtu, 25 April pukul 19.00.",Informasi Umum,Tidak Berisiko
277,Update wajib aplikasi BCA. Unduh versi terbaru di t.ly/klaim-now untuk keamanan transaksi Anda.,Phishing,Berisiko
278,Pesanan #REF2024-555 dikonfirmasi. Estimasi pengiriman 2-3 hari kerja ke alamat Anda.,Transaksi Aman,Tidak Berisiko
279,Saya dari divisi hadiah OVO. Anda menang grand prize. Kirim foto KTP + selfie ke 08813216543 untuk proses.,Social Engineering,Berisiko
280,Info cuaca: Hujan lebat diprediksi sore hari di wilayah Bandung dan sekitarnya.,Informasi Umum,Tidak Berisiko
281,cuk,Kata Kasar & Ancaman,Berisiko
282,berani aja semprot sama gue,Kata Kasar & Ancaman,Berisiko
283,"Udah makan belum? Tadi beli nasi padang, enak banget.",Percakapan Biasa,Tidak Berisiko
284,anak goblok,Kata Kasar & Ancaman,Berisiko
285,Pesanan berhasil dibatalkan. Refund Rp10.000 akan masuk dalam 3-5 hari kerja.,Transaksi Aman,Tidak Berisiko
286,sumpah kon banget brengsek,Kata Kasar & Ancaman,Berisiko
287,Saldo tabungan BRI Anda: Rp14 juta. Per tanggal 1 Oktober 2024.,Transaksi Aman,Tidak Berisiko
288,muka pukul lo,Kata Kasar & Ancaman,Berisiko
289,Donasi Rp33.000 Anda berhasil disalurkan. Terima kasih atas kepedulian Anda.,Transaksi Aman,Tidak Berisiko
290,kamu bangsat kafir banget sih,Kata Kasar & Ancaman,Berisiko
291,Konfirmasi transaksi BCA Rp38 juta ke rekening tidak dikenal. Tolak di s.id/klaim-hadiah.,Phishing,Berisiko
292,hei pepek,Kata Kasar & Ancaman,Berisiko
293,Bukti transfer Rp11 juta dari Danamon. Cek lampiran di bit.do/verifikasi segera.,Malware,Berisiko
294,dasar bajingan,Kata Kasar & Ancaman,Berisiko
295,"Bu/Pak, anak Anda mengalami kecelakaan. Segera transfer Rp19 juta ke Mandiri 1111222333 untuk biaya darurat.",Social Engineering,Berisiko
296,LOWONGAN: Admin online kerja dari rumah gaji Rp2 juta/bulan. WA 0822-1111-9999 langsung diterima.,Penipuan,Berisiko
297,Tim keamanan Permata menemukan kebocoran data. Reset password di cutt.ly/cek-saldo segera.,Phishing,Berisiko
298,paling males liat muka mati kamu lo jancuk,Kata Kasar & Ancaman,Berisiko
299,apa-apa lo asu,Kata Kasar & Ancaman,Berisiko
300,negro banget,Kata Kasar & Ancaman,Berisiko
301,lo dasar pribumi atau gimana bejat,Kata Kasar & Ancaman,Berisiko
302,udah diem titit,Kata Kasar & Ancaman,Berisiko
303,"Absen kelas pagi ini 28 dari 32 mahasiswa, cukup ya.",Informasi Umum,Tidak Berisiko
304,dasar cabul,Kata Kasar & Ancaman,Berisiko
305,File PDF tagihan BTN bulan ini sudah tersedia. Download di t.ly/klaim-now untuk detail transaksi.,Malware,Berisiko
306,kamu iblis banget sih,Kata Kasar & Ancaman,Berisiko
307,mati lo sama mati lo emang,Kata Kasar & Ancaman,Berisiko
308,Bukti transfer Rp20 juta dari BSI. Cek lampiran di bit.ly/verif-akun segera.,Malware,Berisiko
309,Kamu diundang ke acara pernikahan Fitri & Agus pada 15 September 2024 pukul 10.00 WIB.,Jadwal & Kegiatan,Tidak Berisiko
310,ntar gue ngentot beneran jancuk,Kata Kasar & Ancaman,Berisiko
311,Ada yang mencoba masuk ke akun Blibli Anda. Verifikasi dengan kode 183742 atau akun akan dikunci.,Pencurian Akun,Berisiko
312,"Info arisan RT: Pertemuan bulan ini dipindah ke Sabtu, 25 September pukul 19.00.",Informasi Umum,Tidak Berisiko
313,"Konfirmasi reservasi hotel kamu: Check-in 20 Nov, Check-out 22 Nov. Total Rp890.000.",Transaksi Aman,Tidak Berisiko
314,hei laknat,Kata Kasar & Ancaman,Berisiko
315,Notifikasi: Tagihan kartu kredit BTN bulan ini Rp30.000. Jatuh tempo 20 November 2024.,Transaksi Aman,Tidak Berisiko
316,Notifikasi: Tagihan kartu kredit BCA bulan ini Rp32.000. Jatuh tempo 1 Oktober 2024.,Transaksi Aman,Tidak Berisiko
317,Cicilan bulan ke-10 dari 12 sebesar Rp24.000 berhasil didebet otomatis.,Transaksi Aman,Tidak Berisiko
318,berani aja kampret sama gue bangsat,Kata Kasar & Ancaman,Berisiko
319,Tagihan PDAM bulan ini Rp42.000. Jatuh tempo: 20 November 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
320,negro!,Kata Kasar & Ancaman,Berisiko
321,Top up GoPay Rp21.000 berhasil. Saldo GoPay Anda: Rp2000.000.,Transaksi Aman,Tidak Berisiko
322,emang bangsat kafir dari sananya,Kata Kasar & Ancaman,Berisiko
323,Pemberitahuan darurat CIMB: Saldo Rp23 juta akan dipotong. Batalkan di t.ly/klaim-now.,Phishing,Berisiko
324,Pengumuman: Ujian TOEFL Institut bulan depan pendaftaran dibuka hari ini.,Informasi Umum,Tidak Berisiko
325,eh jancok,Kata Kasar & Ancaman,Berisiko
326,Pembayaran tagihan listrik Rp15.000 berhasil pada 5 Desember 2024. No. referensi: INV-20240831.,Transaksi Aman,Tidak Berisiko
327,Struk belanja: Total Rp20.000. Terima kasih sudah berbelanja di Shopee.,Transaksi Aman,Tidak Berisiko
328,Unduh aplikasi penghasil uang resmi Gojek. Klik shorturl.at/hadiah dan hasilkan Rp21.000 per hari dari HP.,Malware,Berisiko
329,kelakuan mampusin banget deh bodoh banget,Kata Kasar & Ancaman,Berisiko
330,"Bu, ini Bu Ani dari sekolah. Anak ibu tiba-tiba sakit, bisa hubungi nomor dokter ini segera?",Social Engineering,Berisiko
331,Update wajib WhatsApp versi terbaru. Unduh APK resmi di cutt.ly/cek-saldo sebelum akun Anda dinonaktifkan.,Malware,Berisiko
332,E-banking BNI Anda terindikasi diretas. Amankan sekarang di rb.gy/login-secure sebelum terlambat.,Phishing,Berisiko
333,Tim keamanan BRI menemukan kebocoran data. Reset password di tinyurl.com/bca-verify segera.,Phishing,Berisiko
334,Reset PIN BNI diminta. Kode keamanan Anda: 852947. Jangan berikan kepada siapapun.,Pencurian Akun,Berisiko
335,emang sialan dari sananya,Kata Kasar & Ancaman,Berisiko
336,"Halo, saya Mas Dedi dari BRI. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
337,File PDF tagihan BNI bulan ini sudah tersedia. Download di shorturl.at/hadiah untuk detail transaksi.,Malware,Berisiko
338,Notif Tri: Kuota Anda habis. Isi ulang gratis dengan forward pesan ini ke 10 kontak.,Social Engineering,Berisiko
339,asli murahan banget sih,Kata Kasar & Ancaman,Berisiko
340,"Kak, buku yang dipinjem bulan lalu bisa dikembalikan minggu ini?",Percakapan Biasa,Tidak Berisiko
341,hei sialan,Kata Kasar & Ancaman,Berisiko
342,"Bisnis MLM legal profit 15% per bulan. Join sekarang, daftar ke 087712345678 modal Rp15.000.",Penipuan,Berisiko
343,ngapain lo bejat tanya,Kata Kasar & Ancaman,Berisiko
344,"Halo, ini kurir J&T. Paket Rp7 COD Anda akan dikirim. Konfirmasi alamat via 08813216543.",Social Engineering,Berisiko
345,Obat pelangsing herbal turun 37 kg dalam seminggu. Terbukti! Order ke 081234567890.,Penipuan,Berisiko
346,Pembayaran tagihan listrik Rp16.000 berhasil pada 10 Agustus 2024. No. referensi: REF2024-555.,Transaksi Aman,Tidak Berisiko
347,Pemberitahuan darurat Permata: Saldo Rp41 juta akan dipotong. Batalkan di ow.ly/cek-akun.,Phishing,Berisiko
348,Pesanan berhasil dibatalkan. Refund Rp45.000 akan masuk dalam 3-5 hari kerja.,Transaksi Aman,Tidak Berisiko
349,udah diem cuk,Kata Kasar & Ancaman,Berisiko
350,Joki tugas/skripsi profesional harga terjangkau. Nilai A dijamin. Hubungi 087712345678.,Penipuan,Berisiko
351,Selamat! Nomor Anda terpilih program loyalitas XL. Balas OTP yang dikirim ke CS kami di 08813216543.,Social Engineering,Berisiko
352,Pembelian tiket kereta Medan-Jakarta berhasil. Kode booking: TRX2024001. Berangkat 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
353,Ini Tim Tokopedia. Toko Anda melanggar kebijakan. Hubungi 081234567890 dalam 2 jam atau akun ditutup permanen.,Social Engineering,Berisiko
354,"Info arisan RT: Pertemuan bulan ini dipindah ke Sabtu, 25 November pukul 19.00.",Informasi Umum,Tidak Berisiko
355,Permintaan penarikan Rp41 juta dari dompet Shopee Anda. Konfirmasi dengan OTP: 634829.,Pencurian Akun,Berisiko
356,Donasi Rp11.000 Anda berhasil disalurkan. Terima kasih atas kepedulian Anda.,Transaksi Aman,Tidak Berisiko
357,Verifikasi transfer Rp13.000 dari BRI Anda. Kode OTP: 741836. Berlaku 3 menit.,Pencurian Akun,Berisiko
358,Peringatan keamanan Danamon: PIN Anda dicoba 3 kali. Amankan akun di s.id/klaim-hadiah segera.,Phishing,Berisiko
359,E-wallet Anda berhasil diisi Rp13.000 via transfer bank. Saldo: Rp500.000.,Transaksi Aman,Tidak Berisiko
360,Notifikasi Danamon: Transaksi Rp21.000 terdeteksi dari lokasi asing. Batalkan di ow.ly/cek-akun.,Phishing,Berisiko
361,Pesanan kamu sudah sampai di loker Shopee terdekat. Ambil sebelum 3 hari.,Transaksi Aman,Tidak Berisiko
362,"Seseorang meminta reset password akun Bukalapak Anda. Masukkan kode 183742 untuk konfirmasi. Jika bukan Anda, abaikan.",Pencurian Akun,Berisiko
363,"Halo, saya dari BRI prioritas. Ada promo upgrade rekening tanpa biaya. Butuh foto KTP dan selfie.",Social Engineering,Berisiko
364,jangan sampe ketemu perek lo nanti,Kata Kasar & Ancaman,Berisiko
365,"lo dasar cina emang, dari dulu gak berubah",Kata Kasar & Ancaman,Berisiko
366,brengsek!,Kata Kasar & Ancaman,Berisiko
367,"Acara nikahan Dina tanggal 15 Desember di Gedung Graha Sabha, jangan lupa ya!",Jadwal & Kegiatan,Tidak Berisiko
368,berani lagi gue dasar pribumi,Kata Kasar & Ancaman,Berisiko
369,"Jadwal penerbangan: Palembang-Bali, 3 Januari 2025 pukul 07.30. Check-in 2 jam sebelumnya.",Jadwal & Kegiatan,Tidak Berisiko
370,File PDF tagihan BCA bulan ini sudah tersedia. Download di rb.gy/login-secure untuk detail transaksi.,Malware,Berisiko
371,Reminder: Janji dokter besok jam 10.00 di Klinik Dana. Jangan lupa bawa KTP.,Jadwal & Kegiatan,Tidak Berisiko
372,tau diri dong tonjok,Kata Kasar & Ancaman,Berisiko
373,mending lo kubunuh aja entot,Kata Kasar & Ancaman,Berisiko
374,Notifikasi BNI: Transaksi Rp35.000 terdeteksi dari lokasi asing. Batalkan di bit.ly/verif-akun.,Phishing,Berisiko
375,Pemberitahuan darurat Danamon: Saldo Rp29 juta akan dipotong. Batalkan di t.ly/klaim-now.,Phishing,Berisiko
376,Struk belanja: Total Rp50.000. Terima kasih sudah berbelanja di Dana.,Transaksi Aman,Tidak Berisiko
377,berani lagi gue aniaya habisi,Kata Kasar & Ancaman,Berisiko
378,Survey online bayar Rp45.000 per jawaban. Daftar gratis di bit.ly/verif-akun.,Penipuan,Berisiko
379,lo goblok atau gimana,Kata Kasar & Ancaman,Berisiko
380,"Pak RT, saya mau lapor kehilangan KTP. Bisa minta surat keterangan kehilangan?",Percakapan Biasa,Tidak Berisiko
381,kamu toket banget sih tolol,Kata Kasar & Ancaman,Berisiko
382,cekik,Kata Kasar & Ancaman,Berisiko
383,Top up GoPay Rp28.000 berhasil. Saldo GoPay Anda: Rp1700.000.,Transaksi Aman,Tidak Berisiko
384,ngapain lo dasar cina tanya,Kata Kasar & Ancaman,Berisiko
385,E-wallet Anda berhasil diisi Rp19.000 via transfer bank. Saldo: Rp300.000.,Transaksi Aman,Tidak Berisiko
386,jangan sampe ketemu cuk lo nanti,Kata Kasar & Ancaman,Berisiko
387,Kamu diundang ke acara pernikahan Rizky & Andi pada 3 Januari 2025 pukul 10.00 WIB.,Jadwal & Kegiatan,Tidak Berisiko
388,Kamu diundang ke acara pernikahan Fitri & Hendra pada 3 Januari 2025 pukul 10.00 WIB.,Jadwal & Kegiatan,Tidak Berisiko
389,Notifikasi CIMB: Transaksi Rp1.000 terdeteksi dari lokasi asing. Batalkan di t.ly/klaim-now.,Phishing,Berisiko
390,ngomong apa mati kamu colmek,Kata Kasar & Ancaman,Berisiko
391,Selamat! Kartu kredit virtual kamu sudah aktif dengan limit Rp10 juta. Aktifkan di: vcc-aktif.com,Phishing,Berisiko
392,Hadiah ulang tahun CIMB untuk nasabah setia: Rp46 juta menanti di tinyurl.com/bca-verify.,Phishing,Berisiko
393,gak suka gue sama laknat kayak gini,Kata Kasar & Ancaman,Berisiko
394,"Mas, OTP-nya jangan dikasih ke siapapun ya. Kalau ada yang minta, langsung tolak!",Informasi Umum,Tidak Berisiko
395,Pulangnya bareng gak? Sekalian mampir beli makan malam.,Percakapan Biasa,Tidak Berisiko
396,lo mampus,Kata Kasar & Ancaman,Berisiko
397,Pembayaran tagihan listrik Rp41.000 berhasil pada 10 Agustus 2024. No. referensi: TKT-99123.,Transaksi Aman,Tidak Berisiko
398,Notifikasi BNI: Transaksi Rp16.000 terdeteksi dari lokasi asing. Batalkan di shorturl.at/hadiah.,Phishing,Berisiko
399,"Jadwal penerbangan: Makassar-Bali, 1 Oktober 2024 pukul 07.30. Check-in 2 jam sebelumnya.",Jadwal & Kegiatan,Tidak Berisiko
400,Info cuaca: Potensi hujan lebat disertai petir sore hingga malam di Jawa Barat.,Informasi Umum,Tidak Berisiko
401,Reminder: Janji dokter besok jam 10.00 di Klinik Lazada. Jangan lupa bawa KTP.,Jadwal & Kegiatan,Tidak Berisiko
402,awas ya gue kon lo nanti perek,Kata Kasar & Ancaman,Berisiko
403,Notifikasi BNI: Transaksi Rp44.000 terdeteksi dari lokasi asing. Batalkan di t.ly/klaim-now.,Phishing,Berisiko
404,kelakuan jancok banget deh,Kata Kasar & Ancaman,Berisiko
405,Unduh aplikasi Lazada mod premium gratis. Nikmati semua fitur tanpa bayar di rb.gy/login-secure.,Malware,Berisiko
406,Pertemuan orang tua dan guru: Sabtu 1 Oktober 2024 pukul 09.00 di aula sekolah.,Jadwal & Kegiatan,Tidak Berisiko
407,Unduh aplikasi penghasil uang resmi OVO. Klik shorturl.at/hadiah dan hasilkan Rp27.000 per hari dari HP.,Malware,Berisiko
408,Akun BRI Anda akan dinonaktifkan. Update data KYC sekarang di tinyurl.com/bca-verify sebelum batas waktu.,Phishing,Berisiko
409,LOWONGAN: Admin online kerja dari rumah gaji Rp39 juta/bulan. WA 08813216543 langsung diterima.,Penipuan,Berisiko
410,Pesanan berhasil dibatalkan. Refund Rp5.000 akan masuk dalam 3-5 hari kerja.,Transaksi Aman,Tidak Berisiko
411,Pemberitahuan darurat BCA: Saldo Rp23 juta akan dipotong. Batalkan di s.id/klaim-hadiah.,Phishing,Berisiko
412,Pesanan #INV-20240831 dikonfirmasi. Estimasi pengiriman 2-3 hari kerja ke alamat Anda.,Transaksi Aman,Tidak Berisiko
413,"Bu/Pak, anak Anda mengalami kecelakaan. Segera transfer Rp7 juta ke BCA 0987654321 untuk biaya darurat.",Social Engineering,Berisiko
414,"Bisnis MLM legal profit 10% per bulan. Join sekarang, daftar ke 081234567890 modal Rp5.000.",Penipuan,Berisiko
415,LOWONGAN: Admin online kerja dari rumah gaji Rp43 juta/bulan. WA 0822-1111-9999 langsung diterima.,Penipuan,Berisiko
416,Unduh aplikasi Bukalapak mod premium gratis. Nikmati semua fitur tanpa bayar di rb.gy/update-bri.,Malware,Berisiko
417,"Bu/Pak, anak Anda mengalami kecelakaan. Segera transfer Rp21 juta ke BRI 1234567890 untuk biaya darurat.",Social Engineering,Berisiko
418,Hadiah ulang tahun BCA untuk nasabah setia: Rp24 juta menanti di s.id/klaim-hadiah.,Phishing,Berisiko
419,Akun BCA Anda akan dinonaktifkan. Update data KYC sekarang di s.id/klaim-hadiah sebelum batas waktu.,Phishing,Berisiko
420,Login baru terdeteksi di akun Bukalapak Anda dari Surabaya. Masukkan kode verifikasi 294815 untuk amankan.,Pencurian Akun,Berisiko
421,Promo akhir tahun! Daftar kartu kredit BCA dan dapatkan cashback 500rb untuk 3 bulan pertama.,Informasi Umum,Tidak Berisiko
422,Unduh aplikasi penghasil uang resmi Tokopedia. Klik bit.do/verifikasi dan hasilkan Rp9.000 per hari dari HP.,Malware,Berisiko
423,dasar arab!,Kata Kasar & Ancaman,Berisiko
424,Tim Blibli: Akun seller Anda dilaporkan fraud. Verifikasi identitas ke 0877-3333-5678 dalam 24 jam.,Social Engineering,Berisiko
425,CIMB resmi: Anda mendapat reward Rp5 juta. Tukarkan di rb.gy/login-secure sebelum hangus.,Phishing,Berisiko
426,E-wallet Anda berhasil diisi Rp7.000 via transfer bank. Saldo: Rp1900.000.,Transaksi Aman,Tidak Berisiko
427,Selamat ulang tahun! Bukalapak memberikan voucher Rp4 juta. Tukarkan ke CS 082233445566.,Social Engineering,Berisiko
428,penis lo tahu gak,Kata Kasar & Ancaman,Berisiko
429,Saldo tabungan BNI Anda: Rp18 juta. Per tanggal 10 Agustus 2024.,Transaksi Aman,Tidak Berisiko
430,Pengumuman: Listrik padam bergilir Selasa pukul 08.00-12.00 di wilayah Pematangsiantar.,Informasi Umum,Tidak Berisiko
431,Hadiah ulang tahun BSI untuk nasabah setia: Rp15 juta menanti di bit.ly/verif-akun.,Phishing,Berisiko
432,Survey online bayar Rp31.000 per jawaban. Daftar gratis di rb.gy/update-bri.,Penipuan,Berisiko
433,"Kamu baru aja transfer? Kalau bukan kamu, segera konfirmasi dengan balas SMS ini dan ketik BATAL.",Social Engineering,Berisiko
434,Arisan online berhadiah motor. Modal Rp26.000/bulan. Join grup WA 087712345678.,Penipuan,Berisiko
435,Ini Tim Bukalapak. Toko Anda melanggar kebijakan. Hubungi 081234567890 dalam 2 jam atau akun ditutup permanen.,Social Engineering,Berisiko
436,"Baju batik pesanan sudah jadi, bisa diambil kapan saja di toko.",Transaksi Aman,Tidak Berisiko
437,E-wallet Anda berhasil diisi Rp25.000 via transfer bank. Saldo: Rp1900.000.,Transaksi Aman,Tidak Berisiko
438,Joki tugas/skripsi profesional harga terjangkau. Nilai A dijamin. Hubungi 0822-1111-9999.,Penipuan,Berisiko
439,heh siksa mau apa lo,Kata Kasar & Ancaman,Berisiko
440,Transfer berhasil. Rp17.000 telah dikirim ke rekening BRI atas nama Fitri.,Transaksi Aman,Tidak Berisiko
441,Pembayaran premi asuransi Rp11.000 berhasil. Polis Anda aktif hingga 20 November 2024.,Transaksi Aman,Tidak Berisiko
442,gak suka gue sama asu kayak gini,Kata Kasar & Ancaman,Berisiko
443,yang bener aja cabul lonte,Kata Kasar & Ancaman,Berisiko
444,Aplikasi penghasil pulsa gratis 100% terpercaya. Unduh di t.ly/klaim-now dan ajak teman untuk bonus.,Malware,Berisiko
445,jangan sampe ketemu bangsat lo nanti,Kata Kasar & Ancaman,Berisiko
446,Jual rumah subsidi DP 0% di Semarang. Harga Rp41 juta all-in. Hubungi 085612345678 sekarang.,Penipuan,Berisiko
447,gue bilang bodoh banget sama lo bokep,Kata Kasar & Ancaman,Berisiko
448,Tagihan PDAM bulan ini Rp20.000. Jatuh tempo: 10 Agustus 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
449,Pesanan #ORD-88291 dikonfirmasi. Estimasi pengiriman 2-3 hari kerja ke alamat Anda.,Transaksi Aman,Tidak Berisiko
450,Pembayaran premi asuransi Rp33.000 berhasil. Polis Anda aktif hingga 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
451,Peringatan keamanan Mandiri: PIN Anda dicoba 3 kali. Amankan akun di rb.gy/login-secure segera.,Phishing,Berisiko
452,Akun BNI Anda terdeteksi aktivitas mencurigakan. Verifikasi segera di t.ly/klaim-now atau akun diblokir 24 jam.,Phishing,Berisiko
453,Pembelian tiket kereta Pematangsiantar-Jakarta berhasil. Kode booking: BOK-77412. Berangkat 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
454,ngapain lo toket tanya dungu,Kata Kasar & Ancaman,Berisiko
455,asli jancuk banget sih,Kata Kasar & Ancaman,Berisiko
456,Selamat! Wawancara kerja Anda dijadwalkan 3 Januari 2025 pukul 10.00 di kantor pusat.,Jadwal & Kegiatan,Tidak Berisiko
457,Rapat mingguan dipindah ke Selasa pukul 14.00. Harap sesuaikan jadwal.,Jadwal & Kegiatan,Tidak Berisiko
458,ya bokep emang kelakuan lo,Kata Kasar & Ancaman,Berisiko
459,dasar gebuk lo!,Kata Kasar & Ancaman,Berisiko
460,Sertifikat webinar kamu sudah jadi! Download di: drive.google.com/sertifikat-peserta,Informasi Umum,Tidak Berisiko
461,Tagihan PDAM bulan ini Rp7.000. Jatuh tempo: 1 Oktober 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
462,BTN resmi: Anda mendapat reward Rp40 juta. Tukarkan di ow.ly/cek-akun sebelum hangus.,Phishing,Berisiko
463,Tagihan PDAM bulan ini Rp17.000. Jatuh tempo: 10 Agustus 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
464,Jual akun Tokopedia seller terpercaya rating bintang 5. Harga Rp32.000. WA 0877-3333-5678.,Penipuan,Berisiko
465,udah diem bokep,Kata Kasar & Ancaman,Berisiko
466,File PDF tagihan Permata bulan ini sudah tersedia. Download di shorturl.at/hadiah untuk detail transaksi.,Malware,Berisiko
467,Survey online bayar Rp4.000 per jawaban. Daftar gratis di shorturl.at/hadiah.,Penipuan,Berisiko
468,Reminder: Bayar iuran BPJS sebelum tanggal 10 agar tidak terkena denda.,Informasi Umum,Tidak Berisiko
469,lo babi,Kata Kasar & Ancaman,Berisiko
470,kelakuan dasar bule banget deh,Kata Kasar & Ancaman,Berisiko
471,Dari PLN: Tagihan listrik bulan Oktober Rp387.000. Jatuh tempo 20 Oktober. Bayar via ATM/m-banking.,Transaksi Aman,Tidak Berisiko
472,bokep sama bokep emang,Kata Kasar & Ancaman,Berisiko
473,hei penis,Kata Kasar & Ancaman,Berisiko
474,Ada yang mencoba masuk ke akun Lazada Anda. Verifikasi dengan kode 529471 atau akun akan dikunci.,Pencurian Akun,Berisiko
475,Jual akun Tokopedia seller terpercaya rating bintang 5. Harga Rp13.000. WA 087712345678.,Penipuan,Berisiko
476,Investasi kripto profit 30% per bulan DIJAMIN. Modal awal Rp10.000. Info: 085612345678.,Penipuan,Berisiko
477,Hadiah ulang tahun Permata untuk nasabah setia: Rp15 juta menanti di cutt.ly/cek-saldo.,Phishing,Berisiko
478,Pembayaran tagihan listrik Rp50.000 berhasil pada 1 Oktober 2024. No. referensi: INV-20240831.,Transaksi Aman,Tidak Berisiko
479,Notifikasi BTN: Transaksi Rp46.000 terdeteksi dari lokasi asing. Batalkan di ow.ly/cek-akun.,Phishing,Berisiko
480,Selamat! Nomor Anda terpilih program loyalitas Telkomsel. Balas OTP yang dikirim ke CS kami di 081234567890.,Social Engineering,Berisiko
481,lo emang setan dari dulu,Kata Kasar & Ancaman,Berisiko
482,Film yang kemarin kamu rekomendasiin bagus banget! Makasih ya.,Percakapan Biasa,Tidak Berisiko
483,Hasil lab kamu sudah keluar. Bisa diambil di klinik atau minta dikirim via WhatsApp?,Informasi Umum,Tidak Berisiko
484,"Bisnis MLM legal profit 30% per bulan. Join sekarang, daftar ke 085612345678 modal Rp34.000.",Penipuan,Berisiko
485,BSI resmi: Anda mendapat reward Rp10 juta. Tukarkan di rb.gy/update-bri sebelum hangus.,Phishing,Berisiko
486,Selamat ulang tahun! Grab memberikan voucher Rp5 juta. Tukarkan ke CS 08813216543.,Social Engineering,Berisiko
487,Pembayaran tagihan listrik Rp13.000 berhasil pada 20 November 2024. No. referensi: TRX2024001.,Transaksi Aman,Tidak Berisiko
488,diem atau gue rasis,Kata Kasar & Ancaman,Berisiko
489,Investasi kripto profit 15% per bulan DIJAMIN. Modal awal Rp27.000. Info: 081234567890.,Penipuan,Berisiko
490,"Seseorang meminta reset password akun Traveloka Anda. Masukkan kode 529471 untuk konfirmasi. Jika bukan Anda, abaikan.",Pencurian Akun,Berisiko
491,apa-apa lo geblek mati lo,Kata Kasar & Ancaman,Berisiko
492,Reminder: Janji dokter besok jam 10.00 di Klinik Gojek. Jangan lupa bawa KTP.,Jadwal & Kegiatan,Tidak Berisiko
493,Pembayaran premi asuransi Rp5.000 berhasil. Polis Anda aktif hingga 1 Oktober 2024.,Transaksi Aman,Tidak Berisiko
494,Meeting project dipindah ke Kamis ya karena Pak Budi ada acara.,Jadwal & Kegiatan,Tidak Berisiko
495,"Bu/Pak, anak Anda mengalami kecelakaan. Segera transfer Rp2 juta ke DANA 082233445566 untuk biaya darurat.",Social Engineering,Berisiko
496,Mohon bantuan kak. Saldo GoPay saya salah transfer ke nomor Anda Rp14.000. Tolong kembalikan ke OVO 081234567890.,Social Engineering,Berisiko
497,eh hidung belang,Kata Kasar & Ancaman,Berisiko
498,Notifikasi: Tagihan kartu kredit BTN bulan ini Rp32.000. Jatuh tempo 20 November 2024.,Transaksi Aman,Tidak Berisiko
499,eh porno,Kata Kasar & Ancaman,Berisiko
500,eh mampusin diem lo,Kata Kasar & Ancaman,Berisiko
501,Pembayaran tagihan internet Indihome Rp300.000 bulan ini berhasil diproses.,Transaksi Aman,Tidak Berisiko
502,Reset PIN Danamon diminta. Kode keamanan Anda: 183742. Jangan berikan kepada siapapun.,Pencurian Akun,Berisiko
503,Pengiriman barang COD hari ini. Siapkan uang Rp85.000 untuk pembayaran ya.,Transaksi Aman,Tidak Berisiko
