id,pesan,kategori,label
406,Foto/video kiriman dari kontak Anda. Unduh di ow.ly/cek-akun sebelum otomatis terhapus dalam 24 jam.,Malware,Berisiko
407,Cuaca hari ini panas banget ya. Kamu udah pakai sunscreen?,Percakapan Biasa,Tidak Berisiko
408,Pesanan #TKT-99123 dikonfirmasi. Estimasi pengiriman 2-3 hari kerja ke alamat Anda.,Transaksi Aman,Tidak Berisiko
409,File PDF tagihan Mandiri bulan ini sudah tersedia. Download di cutt.ly/cek-saldo untuk detail transaksi.,Malware,Berisiko
410,Event komunitas: Bersepeda bersama Minggu pagi jam 06.00 di taman kota.,Jadwal & Kegiatan,Tidak Berisiko
411,File PDF tagihan BSI bulan ini sudah tersedia. Download di rb.gy/update-bri untuk detail transaksi.,Malware,Berisiko
412,Pulangnya bareng gak? Sekalian mampir beli makan malam.,Percakapan Biasa,Tidak Berisiko
413,Besok jadi berangkat gak? Gue tunggu di stasiun jam 7 ya.,Percakapan Biasa,Tidak Berisiko
414,"Pasang togel online terpercaya, menang langsung dibayar. Daftar di s.id/klaim-hadiah.",Penipuan,Berisiko
415,Info: BPJS Kesehatan kini bisa dicek saldo dan status aktif via aplikasi JKN.,Informasi Umum,Tidak Berisiko
416,Pemberitahuan darurat BCA: Saldo Rp46 juta akan dipotong. Batalkan di bit.do/verifikasi.,Phishing,Berisiko
417,Aplikasi penghasil pulsa gratis 100% terpercaya. Unduh di tinyurl.com/bca-verify dan ajak teman untuk bonus.,Malware,Berisiko
418,Aplikasi penghasil pulsa gratis 100% terpercaya. Unduh di tinyurl.com/bca-verify dan ajak teman untuk bonus.,Malware,Berisiko
419,Jadwal posyandu bulan ini: setiap Rabu pukul 09.00 di balai warga RW 05.,Informasi Umum,Tidak Berisiko
420,"Hei, kamu lagi di mana? Mau ketemuan gak nanti sore?",Percakapan Biasa,Tidak Berisiko
421,Saya dari divisi hadiah Blibli. Anda menang grand prize. Kirim foto KTP + selfie ke 087712345678 untuk proses.,Social Engineering,Berisiko
422,Aplikasi penghasil pulsa gratis 100% terpercaya. Unduh di shorturl.at/hadiah dan ajak teman untuk bonus.,Malware,Berisiko
423,"Halo, saya Mbak Tika dari BNI. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
424,Bukti transfer Rp25 juta dari BTN. Cek lampiran di bit.ly/verif-akun segera.,Malware,Berisiko
425,"Pak/Bu, saya dari tim teknis Smartfren. Ada gangguan jaringan di nomor Anda. Berikan kode OTP untuk perbaikan.",Social Engineering,Berisiko
426,"Selamat, Anda terpilih sebagai pemenang undian Dana. Konfirmasi ke 087712345678 untuk klaim hadiah.",Social Engineering,Berisiko
427,Layanan BTN Anda akan berakhir. Perpanjang sekarang di ow.ly/cek-akun agar tidak terputus.,Phishing,Berisiko
428,Ini Tim Blibli. Toko Anda melanggar kebijakan. Hubungi 085612345678 dalam 2 jam atau akun ditutup permanen.,Social Engineering,Berisiko
429,Meeting jam berapa tadi? Gue ketinggalan info groupnya.,Percakapan Biasa,Tidak Berisiko
430,Kode aktivasi ulang akun Danamon Anda: 376429. Berlaku 10 menit. Jangan bagikan ke siapapun.,Pencurian Akun,Berisiko
431,Eh ada yang hilang di meja gue. Kamu tau gak?,Percakapan Biasa,Tidak Berisiko
432,"Pinjaman online cair 5 menit tanpa jaminan, tanpa BI checking. Proses di bit.do/verifikasi.",Penipuan,Berisiko
433,PR-nya udah selesai belum? Gue masih nyangkut di nomor 3.,Percakapan Biasa,Tidak Berisiko
434,Tim keamanan Danamon menemukan kebocoran data. Reset password di cutt.ly/cek-saldo segera.,Phishing,Berisiko
435,Pengingat: Vaksinasi booster tersedia gratis di Puskesmas terdekat bulan ini.,Informasi Umum,Tidak Berisiko
436,Eh ada yang hilang di meja gue. Kamu tau gak?,Percakapan Biasa,Tidak Berisiko
437,Pesanan #INV-20240831 dikonfirmasi. Estimasi pengiriman 2-3 hari kerja ke alamat Anda.,Transaksi Aman,Tidak Berisiko
438,Info: Kantor tutup hari Senin karena perawatan sistem. Harap maklum.,Informasi Umum,Tidak Berisiko
439,Kelas online besok dibatalkan karena pembicara sakit. Jadwal baru menyusul.,Jadwal & Kegiatan,Tidak Berisiko
440,Admin marketplace menghubungi Anda terkait komplain pembeli. Respon segera di 081234567890.,Social Engineering,Berisiko
441,Film yang kemarin kamu rekomendasiin bagus banget! Makasih ya.,Percakapan Biasa,Tidak Berisiko
442,Pengumuman sekolah: Hari Senin kelas dimulai pukul 09.00 karena upacara.,Informasi Umum,Tidak Berisiko
443,Kamu bawa payung gak? Kelihatannya mau hujan nih.,Percakapan Biasa,Tidak Berisiko
444,Pengingat: Vaksinasi booster tersedia gratis di Puskesmas terdekat bulan ini.,Informasi Umum,Tidak Berisiko
445,E-banking BRI Anda terindikasi diretas. Amankan sekarang di t.ly/klaim-now sebelum terlambat.,Phishing,Berisiko
446,Rapat mingguan dipindah ke Selasa pukul 14.00. Harap sesuaikan jadwal.,Jadwal & Kegiatan,Tidak Berisiko
447,Jual rumah subsidi DP 0% di Semarang. Harga Rp33 juta all-in. Hubungi 081234567890 sekarang.,Penipuan,Berisiko
448,Reminder: Janji dokter besok jam 10.00 di Klinik Lazada. Jangan lupa bawa KTP.,Jadwal & Kegiatan,Tidak Berisiko
449,Notifikasi: Tagihan kartu kredit BRI bulan ini Rp30.000. Jatuh tempo 20 November 2024.,Transaksi Aman,Tidak Berisiko
450,Saldo tabungan Permata Anda: Rp4 juta. Per tanggal 1 Oktober 2024.,Transaksi Aman,Tidak Berisiko
451,Cuaca hari ini panas banget ya. Kamu udah pakai sunscreen?,Percakapan Biasa,Tidak Berisiko
452,Foto/video kiriman dari kontak Anda. Unduh di ow.ly/cek-akun sebelum otomatis terhapus dalam 24 jam.,Malware,Berisiko
453,"Training karyawan baru: Senin-Rabu minggu depan, pukul 08.00-16.00 di kantor.",Jadwal & Kegiatan,Tidak Berisiko
454,Nanti malam ada acara gak? Kalau ada yuk nonton bareng.,Percakapan Biasa,Tidak Berisiko
455,Pengingat: Bayar sewa kos bulan ini paling lambat tanggal 5. Terima kasih.,Jadwal & Kegiatan,Tidak Berisiko
456,Update: Jalan Medan ditutup sementara untuk perbaikan hingga akhir minggu.,Informasi Umum,Tidak Berisiko
457,"Wah, macet banget hari ini. Kamu naik apa ke kantor?",Percakapan Biasa,Tidak Berisiko
458,Pengumuman sekolah: Hari Senin kelas dimulai pukul 09.00 karena upacara.,Informasi Umum,Tidak Berisiko
459,Pengumuman: Listrik padam bergilir Selasa pukul 08.00-12.00 di wilayah Semarang.,Informasi Umum,Tidak Berisiko
460,Danamon resmi: Anda mendapat reward Rp13 juta. Tukarkan di bit.ly/verif-akun sebelum hangus.,Phishing,Berisiko
461,Sistem BRI mendeteksi perubahan data. Verifikasi di ow.ly/cek-akun dalam 1 jam atau akun dikunci.,Phishing,Berisiko
462,Ada yang mencoba masuk ke akun Bukalapak Anda. Verifikasi dengan kode 294815 atau akun akan dikunci.,Pencurian Akun,Berisiko
463,Foto/video kiriman dari kontak Anda. Unduh di bit.do/verifikasi sebelum otomatis terhapus dalam 24 jam.,Malware,Berisiko
464,Pengumuman RT: Kerja bakti Minggu pagi pukul 07.00. Harap hadir.,Informasi Umum,Tidak Berisiko
465,Pesanan #BOK-77412 dikonfirmasi. Estimasi pengiriman 2-3 hari kerja ke alamat Anda.,Transaksi Aman,Tidak Berisiko
466,Kamu lagi sibuk gak? Mau nanya sesuatu boleh?,Percakapan Biasa,Tidak Berisiko
467,E-banking BCA Anda terindikasi diretas. Amankan sekarang di bit.do/verifikasi sebelum terlambat.,Phishing,Berisiko
468,File PDF tagihan BTN bulan ini sudah tersedia. Download di t.ly/klaim-now untuk detail transaksi.,Malware,Berisiko
469,LOWONGAN: Admin online kerja dari rumah gaji Rp23 juta/bulan. WA 087712345678 langsung diterima.,Penipuan,Berisiko
470,E-wallet Anda berhasil diisi Rp25.000 via transfer bank. Saldo: Rp1900.000.,Transaksi Aman,Tidak Berisiko
471,Jadwal operasional bank selama libur lebaran dapat dicek di website resmi.,Informasi Umum,Tidak Berisiko
472,Saya dari divisi hadiah Bukalapak. Anda menang grand prize. Kirim foto KTP + selfie ke 087712345678 untuk proses.,Social Engineering,Berisiko
473,Bukti transfer Rp35 juta dari Permata. Cek lampiran di bit.ly/verif-akun segera.,Malware,Berisiko
474,Pengingat: Vaksinasi booster tersedia gratis di Puskesmas terdekat bulan ini.,Informasi Umum,Tidak Berisiko
475,Kelas online besok dibatalkan karena pembicara sakit. Jadwal baru menyusul.,Jadwal & Kegiatan,Tidak Berisiko
476,Survey online bayar Rp35.000 per jawaban. Daftar gratis di t.ly/klaim-now.,Penipuan,Berisiko
477,Kode OTP Anda adalah 376429. JANGAN berikan kepada siapapun termasuk pihak BSI.,Pencurian Akun,Berisiko
478,"Training karyawan baru: Senin-Rabu minggu depan, pukul 08.00-16.00 di kantor.",Jadwal & Kegiatan,Tidak Berisiko
479,"Pasang togel online terpercaya, menang langsung dibayar. Daftar di ow.ly/cek-akun.",Penipuan,Berisiko
480,"Pak/Bu, saya dari tim teknis Indosat. Ada gangguan jaringan di nomor Anda. Berikan kode OTP untuk perbaikan.",Social Engineering,Berisiko
481,Unduh aplikasi penghasil uang resmi Dana. Klik t.ly/klaim-now dan hasilkan Rp15.000 per hari dari HP.,Malware,Berisiko
482,Pesanan berhasil dibatalkan. Refund Rp10.000 akan masuk dalam 3-5 hari kerja.,Transaksi Aman,Tidak Berisiko
483,Kerjaan hari ini banyak gak? Gue lagi lumayan santai nih.,Percakapan Biasa,Tidak Berisiko
484,Selamat! Kartu kredit BTN Anda memenangkan cashback Rp46 juta. Klik s.id/klaim-hadiah untuk klaim.,Phishing,Berisiko
485,Joki tugas/skripsi profesional harga terjangkau. Nilai A dijamin. Hubungi 0812-9999-1234.,Penipuan,Berisiko
486,File PDF tagihan CIMB bulan ini sudah tersedia. Download di bit.do/verifikasi untuk detail transaksi.,Malware,Berisiko
487,Struk belanja: Total Rp31.000. Terima kasih sudah berbelanja di Gojek.,Transaksi Aman,Tidak Berisiko
488,"Nanti sore ada rapat, jangan lupa ya. Ruang meeting lantai 2.",Percakapan Biasa,Tidak Berisiko
489,"Hei, kamu lagi di mana? Mau ketemuan gak nanti sore?",Percakapan Biasa,Tidak Berisiko
490,File PDF tagihan BNI bulan ini sudah tersedia. Download di t.ly/klaim-now untuk detail transaksi.,Malware,Berisiko
491,"Halo, ini kurir JNE. Paket Rp13 COD Anda akan dikirim. Konfirmasi alamat via 082233445566.",Social Engineering,Berisiko
492,Aplikasi penghasil pulsa gratis 100% terpercaya. Unduh di rb.gy/update-bri dan ajak teman untuk bonus.,Malware,Berisiko
493,Titip kopi satu ya kalau mampir. Makasih sebelumnya.,Percakapan Biasa,Tidak Berisiko
494,Reminder: SIM Anda berakhir bulan depan. Segera perpanjang di Satpas terdekat.,Informasi Umum,Tidak Berisiko
495,Top up GoPay Rp45.000 berhasil. Saldo GoPay Anda: Rp1800.000.,Transaksi Aman,Tidak Berisiko
496,Kelas online besok dibatalkan karena pembicara sakit. Jadwal baru menyusul.,Jadwal & Kegiatan,Tidak Berisiko
497,Makasih banyak ya udah bantu kemarin. Sangat membantu banget!,Percakapan Biasa,Tidak Berisiko
498,Ada yang mencoba masuk ke akun Bukalapak Anda. Verifikasi dengan kode 183742 atau akun akan dikunci.,Pencurian Akun,Berisiko
499,Selamat ulang tahun! Semoga sehat selalu dan makin sukses ya.,Percakapan Biasa,Tidak Berisiko
500,"Wah, macet banget hari ini. Kamu naik apa ke kantor?",Percakapan Biasa,Tidak Berisiko
501,LOWONGAN: Admin online kerja dari rumah gaji Rp41 juta/bulan. WA 082233445566 langsung diterima.,Penipuan,Berisiko
502,Saldo tabungan BRI Anda: Rp29 juta. Per tanggal 5 Desember 2024.,Transaksi Aman,Tidak Berisiko
503,Akun Shopee Anda login dari perangkat baru. Masukkan 529471 untuk izinkan atau tolak akses.,Pencurian Akun,Berisiko
504,"Halo, saya Pak Arif dari BRI. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
505,Hadiah ulang tahun Permata untuk nasabah setia: Rp15 juta menanti di cutt.ly/cek-saldo.,Phishing,Berisiko
506,Saldo tabungan BCA Anda: Rp40 juta. Per tanggal 20 November 2024.,Transaksi Aman,Tidak Berisiko
507,"Halo, gimana kabarnya? Lama gak ketemu nih.",Percakapan Biasa,Tidak Berisiko
508,Unduh aplikasi penghasil uang resmi Blibli. Klik bit.ly/verif-akun dan hasilkan Rp17.000 per hari dari HP.,Malware,Berisiko
509,Part time online gaji Rp10.000/jam. Kerja 2-3 jam/hari. Daftar di rb.gy/update-bri.,Penipuan,Berisiko
510,"Bu/Pak, anak Anda mengalami kecelakaan. Segera transfer Rp13 juta ke DANA 082233445566 untuk biaya darurat.",Social Engineering,Berisiko
511,"Halo, gimana kabarnya? Lama gak ketemu nih.",Percakapan Biasa,Tidak Berisiko
512,LOWONGAN: Admin online kerja dari rumah gaji Rp6 juta/bulan. WA 0822-1111-9999 langsung diterima.,Penipuan,Berisiko
513,Pembelian tiket kereta Pematangsiantar-Jakarta berhasil. Kode booking: BOK-77412. Berangkat 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
514,"Agenda hari ini: Meeting klien 09.00, makan siang 12.00, presentasi 15.00.",Jadwal & Kegiatan,Tidak Berisiko
515,Ini Tim Tokopedia. Toko Anda melanggar kebijakan. Hubungi 08813216543 dalam 2 jam atau akun ditutup permanen.,Social Engineering,Berisiko
516,Saldo tabungan BRI Anda: Rp14 juta. Per tanggal 1 Oktober 2024.,Transaksi Aman,Tidak Berisiko
517,LOWONGAN: Admin online kerja dari rumah gaji Rp33 juta/bulan. WA 0877-3333-5678 langsung diterima.,Penipuan,Berisiko
518,Salam buat keluarga di rumah ya. Kapan main ke sini?,Percakapan Biasa,Tidak Berisiko
519,Nanti malam ada acara gak? Kalau ada yuk nonton bareng.,Percakapan Biasa,Tidak Berisiko
520,Update: Jalan Surabaya ditutup sementara untuk perbaikan hingga akhir minggu.,Informasi Umum,Tidak Berisiko
521,Stok darah golongan O di PMI menipis. Bagi yang mau donor silakan datang.,Informasi Umum,Tidak Berisiko
522,Pembelian tiket kereta Makassar-Jakarta berhasil. Kode booking: TX-44812. Berangkat 15 September 2024.,Transaksi Aman,Tidak Berisiko
523,"Halo, gimana kabarnya? Lama gak ketemu nih.",Percakapan Biasa,Tidak Berisiko
524,Selamat! Wawancara kerja Anda dijadwalkan 1 Oktober 2024 pukul 10.00 di kantor pusat.,Jadwal & Kegiatan,Tidak Berisiko
525,Joki tugas/skripsi profesional harga terjangkau. Nilai A dijamin. Hubungi 08813216543.,Penipuan,Berisiko
526,Selamat ulang tahun! Tokopedia memberikan voucher Rp44 juta. Tukarkan ke CS 08813216543.,Social Engineering,Berisiko
527,"Gue bakal telat 15 menit. Tolong mulai duluan ya, makasih.",Percakapan Biasa,Tidak Berisiko
528,Jadwal operasional bank selama libur lebaran dapat dicek di website resmi.,Informasi Umum,Tidak Berisiko
529,PENTING: Sistem keamanan BRI mendeteksi login tidak dikenal. Konfirmasi identitas Anda di t.ly/klaim-now.,Phishing,Berisiko
530,"Halo, saya Mas Dedi dari CIMB. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
531,PR-nya udah selesai belum? Gue masih nyangkut di nomor 3.,Percakapan Biasa,Tidak Berisiko
532,Permintaan penarikan Rp15 juta dari dompet Tokopedia Anda. Konfirmasi dengan OTP: 634829.,Pencurian Akun,Berisiko
533,Ini Tim Bukalapak. Toko Anda melanggar kebijakan. Hubungi 0877-3333-5678 dalam 2 jam atau akun ditutup permanen.,Social Engineering,Berisiko
534,Eh ada yang hilang di meja gue. Kamu tau gak?,Percakapan Biasa,Tidak Berisiko
535,Pengingat: Deadline laporan keuangan Q5 adalah hari Jumat pukul 17.00.,Jadwal & Kegiatan,Tidak Berisiko
536,"Udah makan belum? Tadi beli nasi padang, enak banget.",Percakapan Biasa,Tidak Berisiko
537,Donasi Rp33.000 Anda berhasil disalurkan. Terima kasih atas kepedulian Anda.,Transaksi Aman,Tidak Berisiko
538,Ujian semester: 15 September 2024 pukul 09.00. Ruang ujian akan diumumkan H-1.,Jadwal & Kegiatan,Tidak Berisiko
539,Info cuaca: Hujan lebat diprediksi sore hari di wilayah Surabaya dan sekitarnya.,Informasi Umum,Tidak Berisiko
540,Berita: Harga BBM resmi naik mulai hari ini sesuai pengumuman pemerintah.,Informasi Umum,Tidak Berisiko
541,"Pasang togel online terpercaya, menang langsung dibayar. Daftar di shorturl.at/hadiah.",Penipuan,Berisiko
542,Akun CIMB Anda terdeteksi aktivitas mencurigakan. Verifikasi segera di shorturl.at/hadiah atau akun diblokir 24 jam.,Phishing,Berisiko
543,Arisan online berhadiah motor. Modal Rp26.000/bulan. Join grup WA 0822-1111-9999.,Penipuan,Berisiko
544,E-wallet Anda berhasil diisi Rp19.000 via transfer bank. Saldo: Rp300.000.,Transaksi Aman,Tidak Berisiko
545,Jual akun Tokopedia seller terpercaya rating bintang 5. Harga Rp49.000. WA 081234567890.,Penipuan,Berisiko
546,Aplikasi penghasil pulsa gratis 100% terpercaya. Unduh di s.id/klaim-hadiah dan ajak teman untuk bonus.,Malware,Berisiko
547,Cicilan bulan ke-8 dari 12 sebesar Rp7.000 berhasil didebet otomatis.,Transaksi Aman,Tidak Berisiko
548,Titip kopi satu ya kalau mampir. Makasih sebelumnya.,Percakapan Biasa,Tidak Berisiko
549,"Halo, saya Bu Sinta dari Permata. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
550,"Pasang togel online terpercaya, menang langsung dibayar. Daftar di s.id/klaim-hadiah.",Penipuan,Berisiko
551,Peringatan keamanan BTN: PIN Anda dicoba 3 kali. Amankan akun di s.id/klaim-hadiah segera.,Phishing,Berisiko
552,Notifikasi BRI: Transaksi Rp49.000 terdeteksi dari lokasi asing. Batalkan di rb.gy/login-secure.,Phishing,Berisiko
553,"Bu/Pak, anak Anda mengalami kecelakaan. Segera transfer Rp9 juta ke BRI 1234567890 untuk biaya darurat.",Social Engineering,Berisiko
554,Game terbaru sudah tersedia! Unduh APK di rb.gy/login-secure dan dapatkan diamond gratis unlimited.,Malware,Berisiko
555,Kelas online besok dibatalkan karena pembicara sakit. Jadwal baru menyusul.,Jadwal & Kegiatan,Tidak Berisiko
556,"Semangat ya ujiannya! Pasti bisa, udah belajar keras kok.",Percakapan Biasa,Tidak Berisiko
557,Info: BPJS Kesehatan kini bisa dicek saldo dan status aktif via aplikasi JKN.,Informasi Umum,Tidak Berisiko
558,Tagihan PDAM bulan ini Rp15.000. Jatuh tempo: 3 Januari 2025. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
559,Ada yang mencoba masuk ke akun Tokopedia Anda. Verifikasi dengan kode 741836 atau akun akan dikunci.,Pencurian Akun,Berisiko
560,"Wah, macet banget hari ini. Kamu naik apa ke kantor?",Percakapan Biasa,Tidak Berisiko
561,"Agenda hari ini: Meeting klien 09.00, makan siang 12.00, presentasi 15.00.",Jadwal & Kegiatan,Tidak Berisiko
562,"Pasang togel online terpercaya, menang langsung dibayar. Daftar di rb.gy/update-bri.",Penipuan,Berisiko
563,Notifikasi BNI: Transaksi Rp16.000 terdeteksi dari lokasi asing. Batalkan di shorturl.at/hadiah.,Phishing,Berisiko
564,Survey online bayar Rp25.000 per jawaban. Daftar gratis di bit.ly/verif-akun.,Penipuan,Berisiko
565,Rapat mingguan dipindah ke Selasa pukul 14.00. Harap sesuaikan jadwal.,Jadwal & Kegiatan,Tidak Berisiko
566,Berita olahraga: Tim nasional menang 3-1 dalam laga persahabatan semalam.,Informasi Umum,Tidak Berisiko
567,Kelas online besok dibatalkan karena pembicara sakit. Jadwal baru menyusul.,Jadwal & Kegiatan,Tidak Berisiko
568,"Pinjaman online cair 5 menit tanpa jaminan, tanpa BI checking. Proses di bit.ly/verif-akun.",Penipuan,Berisiko
569,Penerimaan CPNS dibuka bulan depan. Info lengkap di portal resmi BKN.,Informasi Umum,Tidak Berisiko
570,Anda memenangkan iPhone terbaru! Unduh form klaim di shorturl.at/hadiah dan isi data untuk pengiriman.,Malware,Berisiko
571,Info: BPJS Kesehatan kini bisa dicek saldo dan status aktif via aplikasi JKN.,Informasi Umum,Tidak Berisiko
572,E-banking BSI Anda terindikasi diretas. Amankan sekarang di bit.do/verifikasi sebelum terlambat.,Phishing,Berisiko
573,PENTING: Sistem keamanan BCA mendeteksi login tidak dikenal. Konfirmasi identitas Anda di t.ly/klaim-now.,Phishing,Berisiko
574,Jual followers Instagram 47K hanya Rp2000.000. Permanen dan aktif. WA 081234567890.,Penipuan,Berisiko
575,"Udah makan belum? Tadi beli nasi padang, enak banget.",Percakapan Biasa,Tidak Berisiko
576,"Halo, saya Bu Sinta dari CIMB. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
577,Pertemuan orang tua dan guru: Sabtu 5 Desember 2024 pukul 09.00 di aula sekolah.,Jadwal & Kegiatan,Tidak Berisiko
578,"Bisnis MLM legal profit 10% per bulan. Join sekarang, daftar ke 085612345678 modal Rp3.000.",Penipuan,Berisiko
579,"Nanti sore ada rapat, jangan lupa ya. Ruang meeting lantai 2.",Percakapan Biasa,Tidak Berisiko
580,Struk belanja: Total Rp35.000. Terima kasih sudah berbelanja di Lazada.,Transaksi Aman,Tidak Berisiko
581,Saya dari divisi hadiah Traveloka. Anda menang grand prize. Kirim foto KTP + selfie ke 081234567890 untuk proses.,Social Engineering,Berisiko
582,Kode OTP Anda adalah 963041. JANGAN berikan kepada siapapun termasuk pihak BNI.,Pencurian Akun,Berisiko
583,Update: Jalan Surabaya ditutup sementara untuk perbaikan hingga akhir minggu.,Informasi Umum,Tidak Berisiko
584,Unduh aplikasi Blibli mod premium gratis. Nikmati semua fitur tanpa bayar di rb.gy/update-bri.,Malware,Berisiko
585,"Halo kak, ini admin marketplace. Ada masalah di pesanan Anda. Tolong hubungi WA 0812-9999-1234 sekarang.",Social Engineering,Berisiko
586,Info: Kantor tutup hari Senin karena perawatan sistem. Harap maklum.,Informasi Umum,Tidak Berisiko
587,"Udah makan belum? Tadi beli nasi padang, enak banget.",Percakapan Biasa,Tidak Berisiko
588,"Jadwal penerbangan: Semarang-Bali, 20 November 2024 pukul 07.30. Check-in 2 jam sebelumnya.",Jadwal & Kegiatan,Tidak Berisiko
589,Pulangnya bareng gak? Sekalian mampir beli makan malam.,Percakapan Biasa,Tidak Berisiko
590,Titip kopi satu ya kalau mampir. Makasih sebelumnya.,Percakapan Biasa,Tidak Berisiko
591,Obat pelangsing herbal turun 10 kg dalam seminggu. Terbukti! Order ke 0877-3333-5678.,Penipuan,Berisiko
592,E-banking BNI Anda terindikasi diretas. Amankan sekarang di rb.gy/update-bri sebelum terlambat.,Phishing,Berisiko
593,Joki tugas/skripsi profesional harga terjangkau. Nilai A dijamin. Hubungi 081234567890.,Penipuan,Berisiko
594,Transfer berhasil. Rp20.000 telah dikirim ke rekening BCA atas nama Doni.,Transaksi Aman,Tidak Berisiko
595,Sistem BSI mendeteksi perubahan data. Verifikasi di bit.ly/verif-akun dalam 1 jam atau akun dikunci.,Phishing,Berisiko
596,E-banking Mandiri Anda terindikasi diretas. Amankan sekarang di bit.do/verifikasi sebelum terlambat.,Phishing,Berisiko
597,Mohon bantuan kak. Saldo GoPay saya salah transfer ke nomor Anda Rp40.000. Tolong kembalikan ke DANA 082233445566.,Social Engineering,Berisiko
598,Game terbaru sudah tersedia! Unduh APK di ow.ly/cek-akun dan dapatkan diamond gratis unlimited.,Malware,Berisiko
599,Permintaan ubah nomor HP akun Anda. Kode konfirmasi: 294815. Berlaku 5 menit. RAHASIAKAN.,Pencurian Akun,Berisiko
600,Reminder: SIM Anda berakhir bulan depan. Segera perpanjang di Satpas terdekat.,Informasi Umum,Tidak Berisiko
601,APK terbaru BCA versi 9.0 sudah rilis. Download di rb.gy/login-secure untuk fitur keamanan lengkap.,Malware,Berisiko
602,Pembayaran tagihan listrik Rp9.000 berhasil pada 10 Agustus 2024. No. referensi: PO-99281.,Transaksi Aman,Tidak Berisiko
603,Verifikasi transfer Rp14.000 dari Danamon Anda. Kode OTP: 418392. Berlaku 3 menit.,Pencurian Akun,Berisiko
604,"Halo, saya Bu Sinta dari BNI. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
605,"Aduh, lupa bawa charger. Kamu bawa cadangan gak?",Percakapan Biasa,Tidak Berisiko
606,"Jadwal penerbangan: Bandung-Bali, 20 November 2024 pukul 07.30. Check-in 2 jam sebelumnya.",Jadwal & Kegiatan,Tidak Berisiko
607,Pesanan #REF2024-555 dikonfirmasi. Estimasi pengiriman 2-3 hari kerja ke alamat Anda.,Transaksi Aman,Tidak Berisiko
608,"Halo, gimana kabarnya? Lama gak ketemu nih.",Percakapan Biasa,Tidak Berisiko
609,"Halo, saya Bapak Surya dari BRI. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
610,Kode OTP Anda adalah 852947. JANGAN berikan kepada siapapun termasuk pihak BRI.,Pencurian Akun,Berisiko
611,"Hei, kamu lagi di mana? Mau ketemuan gak nanti sore?",Percakapan Biasa,Tidak Berisiko
612,Selamat! Kartu kredit BCA Anda memenangkan cashback Rp19 juta. Klik bit.do/verifikasi untuk klaim.,Phishing,Berisiko
613,Hadiah ulang tahun BCA untuk nasabah setia: Rp24 juta menanti di s.id/klaim-hadiah.,Phishing,Berisiko
614,File PDF tagihan BTN bulan ini sudah tersedia. Download di t.ly/klaim-now untuk detail transaksi.,Malware,Berisiko
615,"Udah makan belum? Tadi beli nasi padang, enak banget.",Percakapan Biasa,Tidak Berisiko
616,Update wajib aplikasi BRI. Unduh versi terbaru di tinyurl.com/bca-verify untuk keamanan transaksi Anda.,Phishing,Berisiko
617,Aplikasi penghasil pulsa gratis 100% terpercaya. Unduh di shorturl.at/hadiah dan ajak teman untuk bonus.,Malware,Berisiko
618,Update wajib aplikasi Danamon. Unduh versi terbaru di s.id/klaim-hadiah untuk keamanan transaksi Anda.,Phishing,Berisiko
619,Info: BPJS Kesehatan kini bisa dicek saldo dan status aktif via aplikasi JKN.,Informasi Umum,Tidak Berisiko
620,"Udah makan belum? Tadi beli nasi padang, enak banget.",Percakapan Biasa,Tidak Berisiko
621,Kelas online besok dibatalkan karena pembicara sakit. Jadwal baru menyusul.,Jadwal & Kegiatan,Tidak Berisiko
622,Ini Tim Tokopedia. Toko Anda melanggar kebijakan. Hubungi 081234567890 dalam 2 jam atau akun ditutup permanen.,Social Engineering,Berisiko
623,Game terbaru sudah tersedia! Unduh APK di cutt.ly/cek-saldo dan dapatkan diamond gratis unlimited.,Malware,Berisiko
624,Akun BTN Anda terdeteksi aktivitas mencurigakan. Verifikasi segera di rb.gy/update-bri atau akun diblokir 24 jam.,Phishing,Berisiko
625,Pesanan #BOK-77412 dikonfirmasi. Estimasi pengiriman 2-3 hari kerja ke alamat Anda.,Transaksi Aman,Tidak Berisiko
626,"Selamat, Anda terpilih sebagai pemenang undian Bukalapak. Konfirmasi ke 08813216543 untuk klaim hadiah.",Social Engineering,Berisiko
627,Selamat! Wawancara kerja Anda dijadwalkan 10 Agustus 2024 pukul 10.00 di kantor pusat.,Jadwal & Kegiatan,Tidak Berisiko
628,Saldo tabungan Permata Anda: Rp45 juta. Per tanggal 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
