id,pesan,kategori,label
217,Transfer berhasil. Rp38.000 telah dikirim ke rekening CIMB atas nama Andi.,Transaksi Aman,Tidak Berisiko
218,Hadiah ulang tahun Mandiri untuk nasabah setia: Rp8 juta menanti di bit.do/verifikasi.,Phishing,Berisiko
219,Admin marketplace menghubungi Anda terkait komplain pembeli. Respon segera di 0877-3333-5678.,Social Engineering,Berisiko
220,Info: BPJS Kesehatan kini bisa dicek saldo dan status aktif via aplikasi JKN.,Informasi Umum,Tidak Berisiko
221,Ujian semester: 1 Oktober 2024 pukul 09.00. Ruang ujian akan diumumkan H-1.,Jadwal & Kegiatan,Tidak Berisiko
222,BTN resmi: Anda mendapat reward Rp40 juta. Tukarkan di ow.ly/cek-akun sebelum hangus.,Phishing,Berisiko
223,Notifikasi: Tagihan kartu kredit BCA bulan ini Rp6.000. Jatuh tempo 1 Oktober 2024.,Transaksi Aman,Tidak Berisiko
224,"Halo, saya Bu Sinta dari BRI. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
225,Permata resmi: Anda mendapat reward Rp42 juta. Tukarkan di shorturl.at/hadiah sebelum hangus.,Phishing,Berisiko
226,Pembayaran tagihan listrik Rp4.000 berhasil pada 15 September 2024. No. referensi: ORD-88291.,Transaksi Aman,Tidak Berisiko
227,Peringatan keamanan BTN: PIN Anda dicoba 3 kali. Amankan akun di tinyurl.com/bca-verify segera.,Phishing,Berisiko
228,"Absen kelas pagi ini 28 dari 32 mahasiswa, cukup ya.",Informasi Umum,Tidak Berisiko
229,Pertemuan orang tua dan guru: Sabtu 15 September 2024 pukul 09.00 di aula sekolah.,Jadwal & Kegiatan,Tidak Berisiko
230,"Halo, saya Pak Arif dari BSI. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
231,Tagihan PDAM bulan ini Rp17.000. Jatuh tempo: 20 November 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
232,"Pinjaman online cair 5 menit tanpa jaminan, tanpa BI checking. Proses di rb.gy/login-secure.",Penipuan,Berisiko
233,Pemberitahuan darurat BCA: Saldo Rp46 juta akan dipotong. Batalkan di bit.do/verifikasi.,Phishing,Berisiko
234,Tim keamanan BCA menemukan kebocoran data. Reset password di s.id/klaim-hadiah segera.,Phishing,Berisiko
235,Unduh aplikasi penghasil uang resmi Dana. Klik t.ly/klaim-now dan hasilkan Rp21.000 per hari dari HP.,Malware,Berisiko
236,Jual akun Tokopedia seller terpercaya rating bintang 5. Harga Rp32.000. WA 0877-3333-5678.,Penipuan,Berisiko
237,Pembayaran premi asuransi Rp40.000 berhasil. Polis Anda aktif hingga 1 Oktober 2024.,Transaksi Aman,Tidak Berisiko
238,"Bu, ini Bu Ani dari sekolah. Anak ibu tiba-tiba sakit, bisa hubungi nomor dokter ini segera?",Social Engineering,Berisiko
239,Game terbaru sudah tersedia! Unduh APK di cutt.ly/cek-saldo dan dapatkan diamond gratis unlimited.,Malware,Berisiko
240,Akun BRI Anda akan dinonaktifkan. Update data KYC sekarang di tinyurl.com/bca-verify sebelum batas waktu.,Phishing,Berisiko
241,Saldo tabungan Permata Anda: Rp45 juta. Per tanggal 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
242,Kelas online besok dibatalkan karena pembicara sakit. Jadwal baru menyusul.,Jadwal & Kegiatan,Tidak Berisiko
243,Pesanan #REF2024-555 dikonfirmasi. Estimasi pengiriman 2-3 hari kerja ke alamat Anda.,Transaksi Aman,Tidak Berisiko
244,"Jadwal penerbangan: Semarang-Bali, 10 Agustus 2024 pukul 07.30. Check-in 2 jam sebelumnya.",Jadwal & Kegiatan,Tidak Berisiko
245,Selamat ulang tahun! Gojek memberikan voucher Rp16 juta. Tukarkan ke CS 08813216543.,Social Engineering,Berisiko
246,Salam buat keluarga di rumah ya. Kapan main ke sini?,Percakapan Biasa,Tidak Berisiko
247,Admin marketplace menghubungi Anda terkait komplain pembeli. Respon segera di 08813216543.,Social Engineering,Berisiko
248,Akun BRI Anda terdeteksi aktivitas mencurigakan. Verifikasi segera di shorturl.at/hadiah atau akun diblokir 24 jam.,Phishing,Berisiko
249,"Kamu baru aja transfer? Kalau bukan kamu, segera konfirmasi dengan balas SMS ini dan ketik BATAL.",Social Engineering,Berisiko
250,Ada yang mencoba masuk ke akun Lazada Anda. Verifikasi dengan kode 529471 atau akun akan dikunci.,Pencurian Akun,Berisiko
251,Info: Perpustakaan kampus tutup hari Jumat untuk maintenance.,Informasi Umum,Tidak Berisiko
252,Pembayaran premi asuransi Rp12.000 berhasil. Polis Anda aktif hingga 5 Desember 2024.,Transaksi Aman,Tidak Berisiko
253,Akun Lazada Anda login dari perangkat baru. Masukkan 294815 untuk izinkan atau tolak akses.,Pencurian Akun,Berisiko
254,Selamat! Nomor Anda terpilih program loyalitas Tri. Balas OTP yang dikirim ke CS kami di 081234567890.,Social Engineering,Berisiko
255,Rapat mingguan dipindah ke Selasa pukul 14.00. Harap sesuaikan jadwal.,Jadwal & Kegiatan,Tidak Berisiko
256,PENTING: Sistem keamanan BRI mendeteksi login tidak dikenal. Konfirmasi identitas Anda di bit.ly/verif-akun.,Phishing,Berisiko
257,Selamat! Nomor Anda terpilih program loyalitas XL. Balas OTP yang dikirim ke CS kami di 08813216543.,Social Engineering,Berisiko
258,Reminder: Janji dokter besok jam 10.00 di Klinik Blibli. Jangan lupa bawa KTP.,Jadwal & Kegiatan,Tidak Berisiko
259,Selamat ulang tahun! Bukalapak memberikan voucher Rp1 juta. Tukarkan ke CS 082233445566.,Social Engineering,Berisiko
260,BSI resmi: Anda mendapat reward Rp10 juta. Tukarkan di rb.gy/update-bri sebelum hangus.,Phishing,Berisiko
261,"Halo, ini kurir JNE. Paket Rp6 COD Anda akan dikirim. Konfirmasi alamat via 087712345678.",Social Engineering,Berisiko
262,"Bisnis MLM legal profit 10% per bulan. Join sekarang, daftar ke 081234567890 modal Rp5.000.",Penipuan,Berisiko
263,Top up saldo e-toll Rp25.000 berhasil. Saldo e-toll: Rp100.000.,Transaksi Aman,Tidak Berisiko
264,"Lagi baca buku Self-Improvement yang bagus banget, nanti gue ceritain.",Percakapan Biasa,Tidak Berisiko
265,"Gimana kabar? Udah lama gak ketemuan nih, kangen!",Percakapan Biasa,Tidak Berisiko
266,Hadiah ulang tahun CIMB untuk nasabah setia: Rp3 juta menanti di ow.ly/cek-akun.,Phishing,Berisiko
267,Akun Blibli Anda login dari perangkat baru. Masukkan 183742 untuk izinkan atau tolak akses.,Pencurian Akun,Berisiko
268,Selamat! Kartu kredit Mandiri Anda memenangkan cashback Rp46 juta. Klik cutt.ly/cek-saldo untuk klaim.,Phishing,Berisiko
269,Jadwal pemadaman listrik bergilir minggu ini sudah tersedia di website PLN.,Informasi Umum,Tidak Berisiko
270,Saldo tabungan Danamon Anda: Rp41 juta. Per tanggal 15 September 2024.,Transaksi Aman,Tidak Berisiko
271,Anda memenangkan iPhone terbaru! Unduh form klaim di rb.gy/update-bri dan isi data untuk pengiriman.,Malware,Berisiko
272,DANA kamu akan dibekukan karena aktivitas mencurigakan. Verifikasi segera: dana-secure-id.com,Phishing,Berisiko
273,Pengumuman: Jadwal ujian UTS diundur seminggu karena persiapan akreditasi. Info lengkap di SIAKAD.,Jadwal & Kegiatan,Tidak Berisiko
274,Unduh aplikasi penghasil uang resmi Gojek. Klik shorturl.at/hadiah dan hasilkan Rp21.000 per hari dari HP.,Malware,Berisiko
275,Kamu diundang ke acara pernikahan Hendra & Doni pada 15 September 2024 pukul 10.00 WIB.,Jadwal & Kegiatan,Tidak Berisiko
276,E-banking BSI Anda terindikasi diretas. Amankan sekarang di s.id/klaim-hadiah sebelum terlambat.,Phishing,Berisiko
277,Pembayaran premi asuransi Rp9.000 berhasil. Polis Anda aktif hingga 20 November 2024.,Transaksi Aman,Tidak Berisiko
278,Ujian semester: 3 Januari 2025 pukul 09.00. Ruang ujian akan diumumkan H-1.,Jadwal & Kegiatan,Tidak Berisiko
279,Verifikasi transfer Rp50.000 dari BCA Anda. Kode OTP: 529471. Berlaku 3 menit.,Pencurian Akun,Berisiko
280,Event komunitas: Bersepeda bersama Minggu pagi jam 06.00 di taman kota.,Jadwal & Kegiatan,Tidak Berisiko
281,"Mas, OTP-nya jangan dikasih ke siapapun ya. Kalau ada yang minta, langsung tolak!",Informasi Umum,Tidak Berisiko
282,Layanan streaming kamu akan berakhir besok. Perbarui sekarang agar tidak terputus: netflix-id.com/renew,Phishing,Berisiko
283,Teman kamu membagikan foto kamu di grup ini. Mau lihat? Klik: foto-bocor.net/lihat,Malware,Berisiko
284,"Info arisan RT: Pertemuan bulan ini dipindah ke Sabtu, 25 Mei pukul 19.00.",Informasi Umum,Tidak Berisiko
285,"Cuaca hari ini panas banget ya, sampai 34 derajat katanya!",Percakapan Biasa,Tidak Berisiko
286,Joki tugas/skripsi profesional harga terjangkau. Nilai A dijamin. Hubungi 0822-1111-9999.,Penipuan,Berisiko
287,Futsal bareng teman kantor tiap Jumat jam 7 malam. Siapa mau ikut?,Jadwal & Kegiatan,Tidak Berisiko
288,Jual akun Shopee seller terpercaya rating bintang 5. Harga Rp15.000. WA 08813216543.,Penipuan,Berisiko
289,Cek apakah foto kamu bocor di internet: foto-check.id/scan — masukkan nomor HP untuk cek.,Phishing,Berisiko
290,PROMO: Tiket pesawat Balikpapan-Jakarta Rp45.000 PP. Booking sekarang di shorturl.at/hadiah sebelum habis.,Penipuan,Berisiko
291,Info cuaca: Hujan lebat diprediksi sore hari di wilayah Jakarta dan sekitarnya.,Informasi Umum,Tidak Berisiko
292,Pembelian tiket kereta Medan-Jakarta berhasil. Kode booking: TRX2024001. Berangkat 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
293,"Kredit HP tanpa kartu kredit, tanpa DP, bunga 0%. Proses cepat, WA 0822-1111-9999.",Penipuan,Berisiko
294,E-wallet Anda berhasil diisi Rp44.000 via transfer bank. Saldo: Rp200.000.,Transaksi Aman,Tidak Berisiko
295,Notifikasi: Tagihan kartu kredit BTN bulan ini Rp8.000. Jatuh tempo 1 Oktober 2024.,Transaksi Aman,Tidak Berisiko
296,Bukti transfer Rp42 juta dari BRI. Cek lampiran di ow.ly/cek-akun segera.,Malware,Berisiko
297,Survey online bayar Rp10.000 per jawaban. Daftar gratis di shorturl.at/hadiah.,Penipuan,Berisiko
298,Permintaan penarikan Rp11 juta dari dompet Gojek Anda. Konfirmasi dengan OTP: 963041.,Pencurian Akun,Berisiko
299,PROMO: Tiket pesawat Bandung-Jakarta Rp41.000 PP. Booking sekarang di shorturl.at/hadiah sebelum habis.,Penipuan,Berisiko
300,Notifikasi: Tagihan kartu kredit BTN bulan ini Rp30.000. Jatuh tempo 20 November 2024.,Transaksi Aman,Tidak Berisiko
301,Tim keamanan BSI menemukan kebocoran data. Reset password di tinyurl.com/bca-verify segera.,Phishing,Berisiko
302,"Halo, gimana kabarnya? Lama gak ketemu nih.",Percakapan Biasa,Tidak Berisiko
303,Selamat! Wawancara kerja Anda dijadwalkan 3 Januari 2025 pukul 10.00 di kantor pusat.,Jadwal & Kegiatan,Tidak Berisiko
304,Cicilan bulan ke-8 dari 12 sebesar Rp5.000 berhasil didebet otomatis.,Transaksi Aman,Tidak Berisiko
305,Kamu diundang ke acara pernikahan Lina & Maya pada 20 November 2024 pukul 10.00 WIB.,Jadwal & Kegiatan,Tidak Berisiko
306,Reminder: Bayar iuran BPJS sebelum tanggal 10 agar tidak terkena denda.,Informasi Umum,Tidak Berisiko
307,E-money kamu berhasil diisi Rp200.000 di minimarket. Saldo sekarang Rp215.000.,Transaksi Aman,Tidak Berisiko
308,Arisan online berhadiah motor. Modal Rp26.000/bulan. Join grup WA 087712345678.,Penipuan,Berisiko
309,Try Out UTBK gratis angkatan 12 SMA dilaksanakan Sabtu ini jam 7 pagi.,Jadwal & Kegiatan,Tidak Berisiko
310,BCA resmi: Anda mendapat reward Rp39 juta. Tukarkan di bit.ly/verif-akun sebelum hangus.,Phishing,Berisiko
311,Notifikasi CIMB: Transaksi Rp50.000 terdeteksi dari lokasi asing. Batalkan di rb.gy/login-secure.,Phishing,Berisiko
312,Reset PIN BNI diminta. Kode keamanan Anda: 852947. Jangan berikan kepada siapapun.,Pencurian Akun,Berisiko
313,Sertifikat webinar kamu sudah jadi! Download di: drive.google.com/sertifikat-peserta,Informasi Umum,Tidak Berisiko
314,Info: Subsidi pupuk untuk petani kecil bisa diajukan ke kantor desa setempat.,Informasi Umum,Tidak Berisiko
315,Pembayaran premi asuransi Rp41.000 berhasil. Polis Anda aktif hingga 15 September 2024.,Transaksi Aman,Tidak Berisiko
316,Tim Bukalapak: Akun seller Anda dilaporkan fraud. Verifikasi identitas ke 081234567890 dalam 24 jam.,Social Engineering,Berisiko
317,"Pak RT, saya mau lapor kehilangan KTP. Bisa minta surat keterangan kehilangan?",Percakapan Biasa,Tidak Berisiko
318,Lagi hujan deras nih di sini. Kamu gimana?,Percakapan Biasa,Tidak Berisiko
319,Verifikasi transfer Rp13.000 dari BRI Anda. Kode OTP: 741836. Berlaku 3 menit.,Pencurian Akun,Berisiko
320,"Assalamualaikum, ini Pak Umar ketua masjid. Pengajian malam Jumat ditunda pekan depan.",Jadwal & Kegiatan,Tidak Berisiko
321,"Jadwal penerbangan: Bandung-Bali, 3 Januari 2025 pukul 07.30. Check-in 2 jam sebelumnya.",Jadwal & Kegiatan,Tidak Berisiko
322,"Kredit HP tanpa kartu kredit, tanpa DP, bunga 0%. Proses cepat, WA 087712345678.",Penipuan,Berisiko
323,Kantor imigrasi buka Sabtu untuk layanan paspor kilat. Daftar antrian online dulu.,Informasi Umum,Tidak Berisiko
324,Nanti malam ada acara gak? Kalau ada yuk nonton bareng.,Percakapan Biasa,Tidak Berisiko
325,Selamat! Nomor Anda terpilih program loyalitas Axis. Balas OTP yang dikirim ke CS kami di 0812-9999-1234.,Social Engineering,Berisiko
326,Survey online bayar Rp45.000 per jawaban. Daftar gratis di bit.ly/verif-akun.,Penipuan,Berisiko
327,Saya dari divisi hadiah Shopee. Anda menang grand prize. Kirim foto KTP + selfie ke 08813216543 untuk proses.,Social Engineering,Berisiko
328,Update wajib WhatsApp versi terbaru. Unduh APK resmi di rb.gy/update-bri sebelum akun Anda dinonaktifkan.,Malware,Berisiko
329,Ujian semester: 5 Desember 2024 pukul 09.00. Ruang ujian akan diumumkan H-1.,Jadwal & Kegiatan,Tidak Berisiko
330,Cicilan bulan ke-10 dari 12 sebesar Rp34.000 berhasil didebet otomatis.,Transaksi Aman,Tidak Berisiko
331,Sistem BSI mendeteksi perubahan data. Verifikasi di bit.ly/verif-akun dalam 1 jam atau akun dikunci.,Phishing,Berisiko
332,Kelas yoga online besok jam 07.00 via Zoom. Link dikirim terpisah.,Informasi Umum,Tidak Berisiko
333,Kamu mau ikut reuni angkatan bulan depan gak?,Percakapan Biasa,Tidak Berisiko
334,Ujian semester: 15 September 2024 pukul 09.00. Ruang ujian akan diumumkan H-1.,Jadwal & Kegiatan,Tidak Berisiko
335,E-wallet Anda berhasil diisi Rp25.000 via transfer bank. Saldo: Rp1900.000.,Transaksi Aman,Tidak Berisiko
336,"Seseorang meminta reset password akun Traveloka Anda. Masukkan kode 741836 untuk konfirmasi. Jika bukan Anda, abaikan.",Pencurian Akun,Berisiko
337,"Info arisan RT: Pertemuan bulan ini dipindah ke Sabtu, 25 November pukul 19.00.",Informasi Umum,Tidak Berisiko
338,Verifikasi transfer Rp14.000 dari Danamon Anda. Kode OTP: 418392. Berlaku 3 menit.,Pencurian Akun,Berisiko
339,Arisan online berhadiah motor. Modal Rp7.000/bulan. Join grup WA 0812-9999-1234.,Penipuan,Berisiko
340,"Bu/Pak, anak Anda mengalami kecelakaan. Segera transfer Rp21 juta ke BRI 1234567890 untuk biaya darurat.",Social Engineering,Berisiko
341,Notifikasi BRI: Transaksi Rp47.000 terdeteksi dari lokasi asing. Batalkan di t.ly/klaim-now.,Phishing,Berisiko
342,Pengingat: Bayar sewa kos bulan ini paling lambat tanggal 5. Terima kasih.,Jadwal & Kegiatan,Tidak Berisiko
343,Update aplikasi Go-Jek ke versi terbaru untuk fitur pelacakan lebih akurat.,Informasi Umum,Tidak Berisiko
344,Pesanan berhasil dibatalkan. Refund Rp22.000 akan masuk dalam 3-5 hari kerja.,Transaksi Aman,Tidak Berisiko
345,Pengingat: Deadline laporan keuangan Q3 adalah hari Jumat pukul 17.00.,Jadwal & Kegiatan,Tidak Berisiko
346,Layanan BCA Anda akan berakhir. Perpanjang sekarang di cutt.ly/cek-saldo agar tidak terputus.,Phishing,Berisiko
347,"Baju batik pesanan sudah jadi, bisa diambil kapan saja di toko.",Transaksi Aman,Tidak Berisiko
348,Login baru terdeteksi di akun Shopee Anda dari Semarang. Masukkan kode verifikasi 852947 untuk amankan.,Pencurian Akun,Berisiko
349,Permintaan ubah nomor HP akun Anda. Kode konfirmasi: 376429. Berlaku 5 menit. RAHASIAKAN.,Pencurian Akun,Berisiko
350,Foto/video kiriman dari kontak Anda. Unduh di shorturl.at/hadiah sebelum otomatis terhapus dalam 24 jam.,Malware,Berisiko
351,Pertemuan orang tua dan guru: Sabtu 20 November 2024 pukul 09.00 di aula sekolah.,Jadwal & Kegiatan,Tidak Berisiko
352,Hadiah ulang tahun CIMB untuk nasabah setia: Rp46 juta menanti di tinyurl.com/bca-verify.,Phishing,Berisiko
353,"Eh, tadi pas di alfamart ketemu Doni lho! Dia tanya-tanya kabar kamu.",Percakapan Biasa,Tidak Berisiko
354,File PDF tagihan BRI bulan ini sudah tersedia. Download di t.ly/klaim-now untuk detail transaksi.,Malware,Berisiko
355,"Halo, ini kurir Anteraja. Paket Rp25 COD Anda akan dikirim. Konfirmasi alamat via 0822-1111-9999.",Social Engineering,Berisiko
356,Pembayaran premi asuransi Rp41.000 berhasil. Polis Anda aktif hingga 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
357,"Selamat, Anda terpilih sebagai pemenang undian Traveloka. Konfirmasi ke 08813216543 untuk klaim hadiah.",Social Engineering,Berisiko
358,Selamat! Nomor Anda terpilih program loyalitas Telkomsel. Balas OTP yang dikirim ke CS kami di 0812-9999-1234.,Social Engineering,Berisiko
359,Hadiah ulang tahun BCA untuk nasabah setia: Rp1 juta menanti di tinyurl.com/bca-verify.,Phishing,Berisiko
360,Pembayaran tagihan listrik Rp41.000 berhasil pada 10 Agustus 2024. No. referensi: TKT-99123.,Transaksi Aman,Tidak Berisiko
361,"Kamu tau nggak, harga bensin naik lagi katanya.",Percakapan Biasa,Tidak Berisiko
362,"Bisnis MLM legal profit 15% per bulan. Join sekarang, daftar ke 087712345678 modal Rp15.000.",Penipuan,Berisiko
363,Tim keamanan Danamon menemukan kebocoran data. Reset password di cutt.ly/cek-saldo segera.,Phishing,Berisiko
364,Donasi Rp2.000 Anda berhasil disalurkan. Terima kasih atas kepedulian Anda.,Transaksi Aman,Tidak Berisiko
365,Arisan online berhadiah motor. Modal Rp26.000/bulan. Join grup WA 0877-3333-5678.,Penipuan,Berisiko
366,"Seseorang meminta reset password akun Traveloka Anda. Masukkan kode 529471 untuk konfirmasi. Jika bukan Anda, abaikan.",Pencurian Akun,Berisiko
367,"Seseorang meminta reset password akun Lazada Anda. Masukkan kode 074152 untuk konfirmasi. Jika bukan Anda, abaikan.",Pencurian Akun,Berisiko
368,Anda memenangkan iPhone terbaru! Unduh form klaim di shorturl.at/hadiah dan isi data untuk pengiriman.,Malware,Berisiko
369,Info: Kantor Disdukcapil tutup tanggal 16-17 untuk diklat pegawai.,Informasi Umum,Tidak Berisiko
370,Investasi kripto profit 30% per bulan DIJAMIN. Modal awal Rp28.000. Info: 087712345678.,Penipuan,Berisiko
371,Unduh aplikasi penghasil uang resmi OVO. Klik shorturl.at/hadiah dan hasilkan Rp27.000 per hari dari HP.,Malware,Berisiko
372,Pembayaran premi asuransi Rp37.000 berhasil. Polis Anda aktif hingga 5 Desember 2024.,Transaksi Aman,Tidak Berisiko
373,E-banking BRI Anda terindikasi diretas. Amankan sekarang di t.ly/klaim-now sebelum terlambat.,Phishing,Berisiko
374,Aplikasi penghasil pulsa gratis 100% terpercaya. Unduh di shorturl.at/hadiah dan ajak teman untuk bonus.,Malware,Berisiko
375,Akun Mandiri Anda terdeteksi aktivitas mencurigakan. Verifikasi segera di tinyurl.com/bca-verify atau akun diblokir 24 jam.,Phishing,Berisiko
376,Info: Kantor tutup hari Senin karena perawatan sistem. Harap maklum.,Informasi Umum,Tidak Berisiko
377,Notifikasi: Tagihan kartu kredit BRI bulan ini Rp44.000. Jatuh tempo 15 September 2024.,Transaksi Aman,Tidak Berisiko
378,"Gas rumah sakit yuk, nengokin Pak Hendra yang baru operasi.",Percakapan Biasa,Tidak Berisiko
379,Pembayaran tagihan listrik Rp20.000 berhasil pada 3 Januari 2025. No. referensi: PO-99281.,Transaksi Aman,Tidak Berisiko
380,BCA: OTP kamu adalah 719423. Masukkan di halaman verifikasi untuk lanjutkan transaksi Rp15.000.000,Pencurian Akun,Berisiko
381,"Token listrik sudah saya bayarkan, ini kodenya: 7291-8374-1920-4857. Masukkan ke meteran ya",Transaksi Aman,Tidak Berisiko
382,Konfirmasi transaksi Danamon Rp50 juta ke rekening tidak dikenal. Tolak di tinyurl.com/bca-verify.,Phishing,Berisiko
383,E-banking BSI Anda terindikasi diretas. Amankan sekarang di rb.gy/update-bri sebelum terlambat.,Phishing,Berisiko
384,Pertemuan orang tua murid dijadwalkan Rabu depan jam 7 malam di aula sekolah.,Jadwal & Kegiatan,Tidak Berisiko
385,Tagihan PDAM bulan ini Rp30.000. Jatuh tempo: 10 Agustus 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
386,Pesanan #PO-99281 dikonfirmasi. Estimasi pengiriman 2-3 hari kerja ke alamat Anda.,Transaksi Aman,Tidak Berisiko
387,Selamat ulang tahun! Traveloka memberikan voucher Rp10 juta. Tukarkan ke CS 08813216543.,Social Engineering,Berisiko
388,Layanan Mandiri Anda akan berakhir. Perpanjang sekarang di ow.ly/cek-akun agar tidak terputus.,Phishing,Berisiko
389,Tagihan PDAM bulan ini Rp17.000. Jatuh tempo: 10 Agustus 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
390,Survey online bayar Rp35.000 per jawaban. Daftar gratis di tinyurl.com/bca-verify.,Penipuan,Berisiko
391,Notifikasi Mandiri: Transfer masuk Rp2.500.000 dari AHMAD FAUZI. Saldo Rp8.750.000.,Transaksi Aman,Tidak Berisiko
392,Pesanan berhasil dibatalkan. Refund Rp38.000 akan masuk dalam 3-5 hari kerja.,Transaksi Aman,Tidak Berisiko
393,BNI: Transaksi kartu debit Rp125.000 di Alfamart pada 12 Okt 2024. Bukan kamu? Hubungi 1500046.,Transaksi Aman,Tidak Berisiko
394,Transfer berhasil. Rp50.000 telah dikirim ke rekening BNI atas nama Maya.,Transaksi Aman,Tidak Berisiko
395,Saya dari divisi hadiah Dana. Anda menang grand prize. Kirim foto KTP + selfie ke 085612345678 untuk proses.,Social Engineering,Berisiko
396,E-banking Danamon Anda terindikasi diretas. Amankan sekarang di rb.gy/login-secure sebelum terlambat.,Phishing,Berisiko
397,Selamat! Wawancara kerja Anda dijadwalkan 5 Desember 2024 pukul 10.00 di kantor pusat.,Jadwal & Kegiatan,Tidak Berisiko
398,"Halo kak, ini admin marketplace. Ada masalah di pesanan Anda. Tolong hubungi WA 087712345678 sekarang.",Social Engineering,Berisiko
399,Joki tugas/skripsi profesional harga terjangkau. Nilai A dijamin. Hubungi 087712345678.,Penipuan,Berisiko
400,Jadwal servis AC Anda: 3 Januari 2025 pukul 10.00-12.00. Teknisi akan menghubungi.,Jadwal & Kegiatan,Tidak Berisiko
401,Selamat! Nomor Anda terpilih program loyalitas Axis. Balas OTP yang dikirim ke CS kami di 085612345678.,Social Engineering,Berisiko
402,"Bu/Pak, anak Anda mengalami kecelakaan. Segera transfer Rp43 juta ke DANA 082233445566 untuk biaya darurat.",Social Engineering,Berisiko
403,Part time online gaji Rp48.000/jam. Kerja 2-3 jam/hari. Daftar di bit.do/verifikasi.,Penipuan,Berisiko
404,Reminder: SIM Anda berakhir bulan depan. Segera perpanjang di Satpas terdekat.,Informasi Umum,Tidak Berisiko
405,Foto/video kiriman dari kontak Anda. Unduh di rb.gy/login-secure sebelum otomatis terhapus dalam 24 jam.,Malware,Berisiko
406,Update wajib WhatsApp versi terbaru. Unduh APK resmi di cutt.ly/cek-saldo sebelum akun Anda dinonaktifkan.,Malware,Berisiko
407,Info cuaca: Hujan lebat diprediksi sore hari di wilayah Medan dan sekitarnya.,Informasi Umum,Tidak Berisiko
408,Selamat! Wawancara kerja Anda dijadwalkan 1 Oktober 2024 pukul 10.00 di kantor pusat.,Jadwal & Kegiatan,Tidak Berisiko
409,BCA resmi: Anda mendapat reward Rp35 juta. Tukarkan di t.ly/klaim-now sebelum hangus.,Phishing,Berisiko
410,URGENT: Kartu ATM kamu akan diblokir dalam 2 jam. Konfirmasi data di: atm-verif.com,Phishing,Berisiko
411,Notifikasi: Tagihan kartu kredit BCA bulan ini Rp32.000. Jatuh tempo 1 Oktober 2024.,Transaksi Aman,Tidak Berisiko
412,Pakaian yang aku titipin kemarin sudah kamu ambil belum dari laundry?,Percakapan Biasa,Tidak Berisiko
413,"Kamu menang giveaway dari brand ternama! Untuk klaim hadiah, isi data di: claim-hadiah.site/form",Phishing,Berisiko
414,Pembelian tiket kereta Makassar-Jakarta berhasil. Kode booking: INV-20240831. Berangkat 20 November 2024.,Transaksi Aman,Tidak Berisiko
415,Tagihan PDAM bulan ini Rp15.000. Jatuh tempo: 3 Januari 2025. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
416,Cicilan bulan ke-4 dari 12 sebesar Rp15.000 berhasil didebet otomatis.,Transaksi Aman,Tidak Berisiko
417,Top up GoPay Rp24.000 berhasil. Saldo GoPay Anda: Rp100.000.,Transaksi Aman,Tidak Berisiko
418,E-banking BCA Anda terindikasi diretas. Amankan sekarang di bit.ly/verif-akun sebelum terlambat.,Phishing,Berisiko
419,Jual rumah subsidi DP 0% di Palembang. Harga Rp2 juta all-in. Hubungi 08813216543 sekarang.,Penipuan,Berisiko
420,Kode verifikasi Gojek kamu: 849302. Ini untuk login di perangkat baru yang kamu minta.,Transaksi Aman,Tidak Berisiko
421,Pulangnya bareng gak? Sekalian mampir beli makan malam.,Percakapan Biasa,Tidak Berisiko
422,"Gue lagi nonton drakor baru, bagus banget ceritanya!",Percakapan Biasa,Tidak Berisiko
423,Notifikasi BNI: Transaksi Rp16.000 terdeteksi dari lokasi asing. Batalkan di shorturl.at/hadiah.,Phishing,Berisiko
424,Aplikasi penghasil pulsa gratis 100% terpercaya. Unduh di tinyurl.com/bca-verify dan ajak teman untuk bonus.,Malware,Berisiko
425,Struk belanja: Total Rp50.000. Terima kasih sudah berbelanja di Dana.,Transaksi Aman,Tidak Berisiko
426,Penerimaan CPNS dibuka bulan depan. Info lengkap di portal resmi BKN.,Informasi Umum,Tidak Berisiko
427,Akun Lazada Anda login dari perangkat baru. Masukkan 074152 untuk izinkan atau tolak akses.,Pencurian Akun,Berisiko
428,"Hai kak, saya dari CS Shopee resmi. Pesanan kamu gagal dikirim. Bisa konfirmasi alamat lewat aplikasi?",Informasi Umum,Tidak Berisiko
429,Saya dari divisi hadiah OVO. Anda menang grand prize. Kirim foto KTP + selfie ke 08813216543 untuk proses.,Social Engineering,Berisiko
430,Tagihan PDAM bulan ini Rp24.000. Jatuh tempo: 5 Desember 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
